HGNC ID,Approved symbol,Approved name,Status,Locus type,NCBI Gene ID(supplied by NCBI),OMIM ID(supplied by OMIM),,,,
HGNC:15315,OR8K5,olfactory receptor family 8 subfamily K member 5,Approved,gene with protein product,219453,,,,,
HGNC:15316,OR8L1P,olfactory receptor family 8 subfamily L member 1 pseudogene,Approved,pseudogene,81164,,,,,
HGNC:15317,OR8Q1P,olfactory receptor family 8 subfamily Q member 1 pseudogene,Approved,pseudogene,81163,,,,,
HGNC:15318,OR8R1P,olfactory receptor family 8 subfamily R member 1 pseudogene,Approved,pseudogene,81162,,,,,
HGNC:19628,OR8S1,olfactory receptor family 8 subfamily S member 1,Approved,gene with protein product,341568,,,,,
HGNC:31317,OR8S21P,olfactory receptor family 8 subfamily S member 21 pseudogene,Approved,pseudogene,403304,,,,,
HGNC:19630,OR8T1P,olfactory receptor family 8 subfamily T member 1 pseudogene,Approved,pseudogene,282791,,,,,
HGNC:19611,OR8U1,olfactory receptor family 8 subfamily U member 1,Approved,gene with protein product,219417,,,,,
HGNC:14841,OR8U3,olfactory receptor family 8 subfamily U member 3,Approved,gene with protein product,219479,,,,,
HGNC:27538,OR8U8,olfactory receptor family 8 subfamily U member 8,Approved,gene with protein product,504189,,,,,
HGNC:29166,OR8U9,olfactory receptor family 8 subfamily U member 9,Approved,gene with protein product,504190,,,,,
HGNC:19613,OR8V1P,olfactory receptor family 8 subfamily V member 1 pseudogene,Approved,pseudogene,282776,,,,,
HGNC:31318,OR8X1P,olfactory receptor family 8 subfamily X member 1 pseudogene,Approved,pseudogene,403305,,,,,
HGNC:8486,OR9A1P,olfactory receptor family 9 subfamily A member 1 pseudogene,Approved,pseudogene,26495,,,,,
HGNC:15093,OR9A2,olfactory receptor family 9 subfamily A member 2,Approved,gene with protein product,135924,,,,,
HGNC:15094,OR9A3P,olfactory receptor family 9 subfamily A member 3 pseudogene,Approved,pseudogene,392106,,,,,
HGNC:15095,OR9A4,olfactory receptor family 9 subfamily A member 4,Approved,gene with protein product,130075,,,,,
HGNC:15319,OR9G1,olfactory receptor family 9 subfamily G member 1,Approved,gene with protein product,390174,,,,,
HGNC:15320,OR9G2P,olfactory receptor family 9 subfamily G member 2 pseudogene,Approved,pseudogene,81160,,,,,
HGNC:15321,OR9G3P,olfactory receptor family 9 subfamily G member 3 pseudogene,Approved,pseudogene,81159,,,,,
HGNC:15322,OR9G4,olfactory receptor family 9 subfamily G member 4,Approved,gene with protein product,283189,,,,,
HGNC:31940,OR9G9,olfactory receptor family 9 subfamily G member 9,Approved,gene with protein product,504191,,,,,
HGNC:15038,OR9H1P,olfactory receptor family 9 subfamily H member 1 pseudogene,Approved,pseudogene,81439,,,,,
HGNC:14718,OR9I1,olfactory receptor family 9 subfamily I member 1,Approved,gene with protein product,219954,,,,,
HGNC:15324,OR9I2P,olfactory receptor family 9 subfamily I member 2 pseudogene,Approved,pseudogene,81156,,,,,
HGNC:15325,OR9I3P,olfactory receptor family 9 subfamily I member 3 pseudogene,Approved,pseudogene,81155,,,,,
HGNC:15338,OR9K1P,olfactory receptor family 9 subfamily K member 1 pseudogene,Approved,pseudogene,121360,,,,,
HGNC:15339,OR9K2,olfactory receptor family 9 subfamily K member 2,Approved,gene with protein product,441639,,,,,
HGNC:14761,OR9L1P,olfactory receptor family 9 subfamily L member 1 pseudogene,Approved,pseudogene,79301,,,,,
HGNC:15327,OR9M1P,olfactory receptor family 9 subfamily M member 1, pseudogene,Approved,pseudogene,81153,,,,
HGNC:15096,OR9N1P,olfactory receptor family 9 subfamily N member 1 pseudogene,Approved,pseudogene,81383,,,,,
HGNC:15097,OR9P1P,olfactory receptor family 9 subfamily P member 1 pseudogene,Approved,pseudogene,81382,,,,,
HGNC:14724,OR9Q1,olfactory receptor family 9 subfamily Q member 1,Approved,gene with protein product,219956,,,,,
HGNC:15328,OR9Q2,olfactory receptor family 9 subfamily Q member 2,Approved,gene with protein product,219957,,,,,
HGNC:15340,OR9R1P,olfactory receptor family 9 subfamily R member 1 pseudogene,Approved,pseudogene,81140,,,,,
HGNC:31288,OR9S24P,olfactory receptor family 9 subfamily S member 24 pseudogene,Approved,pseudogene,403275,,,,,
HGNC:8161,OR10A2,olfactory receptor family 10 subfamily A member 2,Approved,gene with protein product,341276,,,,,
HGNC:8162,OR10A3,olfactory receptor family 10 subfamily A member 3,Approved,gene with protein product,26496,,,,,
HGNC:15130,OR10A4,olfactory receptor family 10 subfamily A member 4,Approved,gene with protein product,283297,,,,,
HGNC:15131,OR10A5,olfactory receptor family 10 subfamily A member 5,Approved,gene with protein product,144124,608493,,,,
HGNC:15132,OR10A6,olfactory receptor family 10 subfamily A member 6 (gene/pseudogene),Approved,gene with protein product,390093,,,,,
HGNC:15329,OR10A7,olfactory receptor family 10 subfamily A member 7,Approved,gene with protein product,121364,,,,,
HGNC:14989,OR10AA1P,olfactory receptor family 10 subfamily AA member 1 pseudogene,Approved,pseudogene,81487,,,,,
HGNC:14804,OR10AB1P,olfactory receptor family 10 subfamily AB member 1 pseudogene,Approved,pseudogene,390091,,,,,
HGNC:14758,OR10AC1,olfactory receptor family 10 subfamily AC member 1 (gene/pseudogene),Approved,gene with protein product,392133,,,,,
HGNC:14819,OR10AD1,olfactory receptor family 10 subfamily AD member 1,Approved,gene with protein product,121275,,,,,
HGNC:14990,OR10AE1P,olfactory receptor family 10 subfamily AE member 1 pseudogene,Approved,pseudogene,81486,,,,,
HGNC:31235,OR10AE3P,olfactory receptor family 10 subfamily AE member 3 pseudogene,Approved,pseudogene,403223,,,,,
HGNC:19606,OR10AF1P,olfactory receptor family 10 subfamily AF member 1 pseudogene,Approved,pseudogene,282769,,,,,
HGNC:19607,OR10AG1,olfactory receptor family 10 subfamily AG member 1,Approved,gene with protein product,282770,,,,,
HGNC:19647,OR10AH1P,olfactory receptor family 10 subfamily AH member 1 pseudogene,Approved,pseudogene,402246,,,,,
HGNC:31236,OR10AK1P,olfactory receptor family 10 subfamily AK member 1 pseudogene,Approved,pseudogene,403224,,,,,
HGNC:8163,OR10B1P,olfactory receptor family 10 subfamily B member 1 pseudogene,Approved,pseudogene,401903,,,,,
HGNC:8165,OR10C1,olfactory receptor family 10 subfamily C member 1,Approved,gene with protein product,442194,,,,,
HGNC:8166,OR10D1P,olfactory receptor family 10 subfamily D member 1 pseudogene,Approved,pseudogene,26541,,,,,
HGNC:8168,OR10D3,olfactory receptor family 10 subfamily D member 3,Approved,gene with protein product,26497,,,,,
HGNC:14770,OR10D4P,olfactory receptor family 10 subfamily D member 4 pseudogene,Approved,pseudogene,390266,,,,,
HGNC:14838,OR10D5P,olfactory receptor family 10 subfamily D member 5 pseudogene,Approved,pseudogene,79488,,,,,
HGNC:8169,OR10G1P,olfactory receptor family 10 subfamily G member 1 pseudogene,Approved,pseudogene,26540,,,,,
HGNC:8170,OR10G2,olfactory receptor family 10 subfamily G member 2,Approved,gene with protein product,26534,,,,,
HGNC:8171,OR10G3,olfactory receptor family 10 subfamily G member 3,Approved,gene with protein product,26533,,,,,
HGNC:14809,OR10G4,olfactory receptor family 10 subfamily G member 4,Approved,gene with protein product,390264,,,,,
HGNC:14811,OR10G5P,olfactory receptor family 10 subfamily G member 5 pseudogene,Approved,pseudogene,79515,,,,,
HGNC:14836,OR10G6,olfactory receptor family 10 subfamily G member 6,Approved,gene with protein product,79490,,,,,
HGNC:14842,OR10G7,olfactory receptor family 10 subfamily G member 7,Approved,gene with protein product,390265,,,,,
HGNC:14845,OR10G8,olfactory receptor family 10 subfamily G member 8,Approved,gene with protein product,219869,,,,,
HGNC:15129,OR10G9,olfactory receptor family 10 subfamily G member 9,Approved,gene with protein product,219870,,,,,
HGNC:8172,OR10H1,olfactory receptor family 10 subfamily H member 1,Approved,gene with protein product,26539,,,,,
HGNC:8173,OR10H2,olfactory receptor family 10 subfamily H member 2,Approved,gene with protein product,26538,,,,,
HGNC:8174,OR10H3,olfactory receptor family 10 subfamily H member 3,Approved,gene with protein product,26532,,,,,
HGNC:15388,OR10H4,olfactory receptor family 10 subfamily H member 4,Approved,gene with protein product,126541,,,,,
HGNC:15389,OR10H5,olfactory receptor family 10 subfamily H member 5,Approved,gene with protein product,284433,,,,,
HGNC:8175,OR10J1,olfactory receptor family 10 subfamily J member 1,Approved,gene with protein product,26476,,,,,
HGNC:14991,OR10J2P,olfactory receptor family 10 subfamily J member 2 pseudogene,Approved,pseudogene,391117,,,,,
HGNC:14992,OR10J3,olfactory receptor family 10 subfamily J member 3,Approved,gene with protein product,441911,,,,,
HGNC:15408,OR10J4,olfactory receptor family 10 subfamily J member 4 (gene/pseudogene),Approved,gene with protein product,391121,,,,,
HGNC:14993,OR10J5,olfactory receptor family 10 subfamily J member 5,Approved,gene with protein product,127385,619546,,,,
HGNC:14994,OR10J6P,olfactory receptor family 10 subfamily J member 6 pseudogene,Approved,pseudogene,401973,,,,,
HGNC:19637,OR10J7P,olfactory receptor family 10 subfamily J member 7 pseudogene,Approved,pseudogene,391119,,,,,
HGNC:19638,OR10J8P,olfactory receptor family 10 subfamily J member 8 pseudogene,Approved,pseudogene,343409,,,,,
HGNC:19639,OR10J9P,olfactory receptor family 10 subfamily J member 9 pseudogene,Approved,pseudogene,391120,,,,,
HGNC:14693,OR10K1,olfactory receptor family 10 subfamily K member 1,Approved,gene with protein product,391109,,,,,
HGNC:14826,OR10K2,olfactory receptor family 10 subfamily K member 2,Approved,gene with protein product,391107,,,,,
HGNC:14689,OR10N1P,olfactory receptor family 10 subfamily N member 1 pseudogene,Approved,pseudogene,390267,,,,,
HGNC:15378,OR10P1,olfactory receptor family 10 subfamily P member 1,Approved,gene with protein product,121130,,,,,
HGNC:15134,OR10Q1,olfactory receptor family 10 subfamily Q member 1,Approved,gene with protein product,219960,,,,,
HGNC:15135,OR10Q2P,olfactory receptor family 10 subfamily Q member 2 pseudogene,Approved,pseudogene,81345,,,,,
HGNC:14813,OR10R1P,olfactory receptor family 10 subfamily R member 1 pseudogene,Approved,pseudogene,79513,,,,,
HGNC:14820,OR10R2,olfactory receptor family 10 subfamily R member 2,Approved,gene with protein product,343406,,,,,
HGNC:14829,OR10R3P,olfactory receptor family 10 subfamily R member 3 pseudogene,Approved,pseudogene,391110,,,,,
HGNC:14807,OR10S1,olfactory receptor family 10 subfamily S member 1,Approved,gene with protein product,219873,,,,,
HGNC:14812,OR10T1P,olfactory receptor family 10 subfamily T member 1 pseudogene,Approved,pseudogene,79514,,,,,
HGNC:14816,OR10T2,olfactory receptor family 10 subfamily T member 2,Approved,gene with protein product,128360,,,,,
HGNC:15332,OR10U1P,olfactory receptor family 10 subfamily U member 1 pseudogene,Approved,pseudogene,390318,,,,,
HGNC:15136,OR10V1,olfactory receptor family 10 subfamily V member 1,Approved,gene with protein product,390201,,,,,
HGNC:15137,OR10V2P,olfactory receptor family 10 subfamily V member 2 pseudogene,Approved,pseudogene,81343,,,,,
HGNC:15138,OR10V3P,olfactory receptor family 10 subfamily V member 3 pseudogene,Approved,pseudogene,81342,,,,,
HGNC:31237,OR10V7P,olfactory receptor family 10 subfamily V member 7 pseudogene,Approved,pseudogene,403225,,,,,
HGNC:15139,OR10W1,olfactory receptor family 10 subfamily W member 1,Approved,gene with protein product,81341,,,,,
HGNC:14995,OR10X1,olfactory receptor family 10 subfamily X member 1,Approved,gene with protein product,128367,,,,,
HGNC:15140,OR10Y1P,olfactory receptor family 10 subfamily Y member 1 pseudogene,Approved,pseudogene,81340,,,,,
HGNC:14996,OR10Z1,olfactory receptor family 10 subfamily Z member 1,Approved,gene with protein product,128368,,,,,
HGNC:8176,OR11A1,olfactory receptor family 11 subfamily A member 1,Approved,gene with protein product,26531,,,,,
HGNC:15345,OR11G1P,olfactory receptor family 11 subfamily G member 1 pseudogene,Approved,pseudogene,390438,,,,,
HGNC:15346,OR11G2,olfactory receptor family 11 subfamily G member 2,Approved,gene with protein product,390439,,,,,
HGNC:15404,OR11H1,olfactory receptor family 11 subfamily H member 1,Approved,gene with protein product,81061,,,,,
HGNC:14716,OR11H2,olfactory receptor family 11 subfamily H member 2,Approved,gene with protein product,79334,,,,,
HGNC:15367,OR11H3P,olfactory receptor family 11 subfamily H member 3 pseudogene,Approved,pseudogene,81113,,,,,
HGNC:15347,OR11H4,olfactory receptor family 11 subfamily H member 4,Approved,gene with protein product,390442,,,,,
HGNC:15348,OR11H5P,olfactory receptor family 11 subfamily H member 5 pseudogene,Approved,pseudogene,390440,,,,,
HGNC:15349,OR11H6,olfactory receptor family 11 subfamily H member 6,Approved,gene with protein product,122748,,,,,
HGNC:15350,OR11H7,olfactory receptor family 11 subfamily H member 7 (gene/pseudogene),Approved,gene with protein product,390441,,,,,
HGNC:30738,OR11H12,olfactory receptor family 11 subfamily H member 12,Approved,gene with protein product,440153,,,,,
HGNC:29997,OR11H13P,olfactory receptor family 11 subfamily H member 13 pseudogene,Approved,pseudogene,440159,,,,,
HGNC:14997,OR11I1P,olfactory receptor family 11 subfamily I member 1 pseudogene,Approved,pseudogene,81479,,,,,
HGNC:15369,OR11J1P,olfactory receptor family 11 subfamily J member 1 pseudogene,Approved,pseudogene,81111,,,,,
HGNC:15370,OR11J2P,olfactory receptor family 11 subfamily J member 2 pseudogene,Approved,pseudogene,81110,,,,,
HGNC:31238,OR11J5P,olfactory receptor family 11 subfamily J member 5 pseudogene,Approved,pseudogene,403226,,,,,
HGNC:38588,OR11J6P,olfactory receptor family 11 subfamily J member 6 pseudogene,Approved,pseudogene,100288148,,,,,
HGNC:38589,OR11J7P,olfactory receptor family 11 subfamily J member 7 pseudogene,Approved,pseudogene,100288112,,,,,
HGNC:55117,OR11K1BP,olfactory receptor family 11 subfamily K member 1B pseudogene,Approved,pseudogene,118568805,,,,,
HGNC:15371,OR11K1P,olfactory receptor family 11 subfamily K member 1 pseudogene,Approved,pseudogene,81109,,,,,
HGNC:19635,OR11K2P,olfactory receptor family 11 subfamily K member 2 pseudogene,Approved,pseudogene,401742,,,,,
HGNC:14998,OR11L1,olfactory receptor family 11 subfamily L member 1,Approved,gene with protein product,391189,,,,,
HGNC:15333,OR11M1P,olfactory receptor family 11 subfamily M member 1 pseudogene,Approved,pseudogene,121270,,,,,
HGNC:19582,OR11N1P,olfactory receptor family 11 subfamily N member 1 pseudogene,Approved,pseudogene,392540,,,,,
HGNC:19636,OR11P1P,olfactory receptor family 11 subfamily P member 1 pseudogene,Approved,pseudogene,282795,,,,,
HGNC:31239,OR11Q1P,olfactory receptor family 11 subfamily Q member 1 pseudogene,Approved,pseudogene,403227,,,,,
HGNC:8177,OR12D1,olfactory receptor family 12 subfamily D member 1 (gene/pseudogene),Approved,gene with protein product,26530,,,,,
HGNC:8178,OR12D2,olfactory receptor family 12 subfamily D member 2,Approved,gene with protein product,26529,,,,,
HGNC:13963,OR12D3,olfactory receptor family 12 subfamily D member 3,Approved,gene with protein product,81797,,,,,
HGNC:14772,OR13A1,olfactory receptor family 13 subfamily A member 1,Approved,gene with protein product,79290,,,,,
HGNC:14699,OR13C1P,olfactory receptor family 13 subfamily C member 1 pseudogene,Approved,pseudogene,392377,,,,,
HGNC:14701,OR13C2,olfactory receptor family 13 subfamily C member 2,Approved,gene with protein product,392376,,,,,
HGNC:14704,OR13C3,olfactory receptor family 13 subfamily C member 3,Approved,gene with protein product,138803,,,,,
HGNC:14722,OR13C4,olfactory receptor family 13 subfamily C member 4,Approved,gene with protein product,138804,,,,,
HGNC:15100,OR13C5,olfactory receptor family 13 subfamily C member 5,Approved,gene with protein product,138799,,,,,
HGNC:15101,OR13C6P,olfactory receptor family 13 subfamily C member 6 pseudogene,Approved,pseudogene,392311,,,,,
HGNC:15102,OR13C7,olfactory receptor family 13 subfamily C member 7 (gene/pseudogene),Approved,gene with protein product,81377,,,,,
HGNC:15103,OR13C8,olfactory receptor family 13 subfamily C member 8,Approved,gene with protein product,138802,,,,,
HGNC:15104,OR13C9,olfactory receptor family 13 subfamily C member 9,Approved,gene with protein product,286362,,,,,
HGNC:14695,OR13D1,olfactory receptor family 13 subfamily D member 1,Approved,gene with protein product,286365,,,,,
HGNC:15105,OR13D2P,olfactory receptor family 13 subfamily D member 2 pseudogene,Approved,pseudogene,392375,,,,,
HGNC:15106,OR13D3P,olfactory receptor family 13 subfamily D member 3 pseudogene,Approved,pseudogene,402374,,,,,
HGNC:15107,OR13E1P,olfactory receptor family 13 subfamily E member 1 pseudogene,Approved,pseudogene,392308,,,,,
HGNC:14723,OR13F1,olfactory receptor family 13 subfamily F member 1,Approved,gene with protein product,138805,,,,,
HGNC:14999,OR13G1,olfactory receptor family 13 subfamily G member 1,Approved,gene with protein product,441933,611677,,,,
HGNC:14755,OR13H1,olfactory receptor family 13 subfamily H member 1,Approved,gene with protein product,347468,,,,,
HGNC:14732,OR13I1P,olfactory receptor family 13 subfamily I member 1 pseudogene,Approved,pseudogene,79538,,,,,
HGNC:15108,OR13J1,olfactory receptor family 13 subfamily J member 1,Approved,gene with protein product,392309,,,,,
HGNC:14721,OR13K1P,olfactory receptor family 13 subfamily K member 1 pseudogene,Approved,pseudogene,402424,,,,,
HGNC:31240,OR13Z1P,olfactory receptor family 13 subfamily Z member 1 pseudogene,Approved,pseudogene,403228,,,,,
HGNC:31241,OR13Z2P,olfactory receptor family 13 subfamily Z member 2 pseudogene,Approved,pseudogene,403229,,,,,
HGNC:31242,OR13Z3P,olfactory receptor family 13 subfamily Z member 3 pseudogene,Approved,pseudogene,403230,,,,,
HGNC:15024,OR14A2,olfactory receptor family 14 subfamily A member 2,Approved,gene with protein product,388761,,,,,
HGNC:15022,OR14A16,olfactory receptor family 14 subfamily A member 16,Approved,gene with protein product,284532,,,,,
